Node_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249
25,10,10,6,9,3,10,8,6,5,4,17,6,2,9,7,4,9,10,13,3,2,20,13,12,6,0,3,8,6,7,8,8,9,20,14,45,28,35,28,46,28,61,27,22,15,51,28,26,17,13,15,15,18,21,19,20,22,22,18,12,15,14,21,21,21,20,28,17,15,45,34,40,37,11,49,36,17,21,14,10,19,29,21,11,11,9,9,8,10,4,13,13,16,17,16,16,4,6,7,18,19,20,21,21,22,23,22,21,19,18,22,14,22,21,4,5,16,12,21,15,14,6,20,18,27,32,25,10,16,8,18,19,20,21,21,20,19,32,14,23,30,34,26,10,8,19,31,31,12,24,30,30,29,30,31,31,17,30,21,12,21,6,12,15,22,31,32,27,11,12,10,11,13,12,13,13,12,13,12,11,10,31,12,13,14,13,14,15,30,15,17,17,15,14,14,18,16,38,31,11,16,11,11,28,11,15,27,32,5,7,4,11,9,8,20,25,18,31,30,60,44,28,28,29,31,31,27,24,26,29,30,37,27,30,31,32,34,26,26,37,32,32,31,7,16,14,9,11,14,11
26,12,12,9,9,1,9,11,8,2,2,15,7,2,6,4,2,11,10,14,5,3,18,11,13,6,3,0,10,4,5,10,8,11,18,13,43,26,33,27,44,27,59,26,21,14,49,27,27,19,16,18,18,21,23,21,21,24,24,20,15,17,16,23,24,23,22,30,20,17,43,32,38,36,12,46,34,15,20,16,12,21,31,19,14,14,11,11,10,12,7,16,15,18,19,18,18,7,8,9,21,22,22,24,24,25,25,25,23,21,20,24,16,22,23,5,7,19,14,23,17,13,9,22,20,28,33,27,12,18,11,20,21,22,23,24,22,22,34,17,25,32,34,27,10,10,21,33,33,13,26,31,32,31,32,33,33,18,30,24,15,22,9,15,18,24,31,34,27,13,14,13,14,15,15,16,15,14,15,14,14,12,32,14,15,16,16,17,17,31,17,19,19,18,17,16,21,18,36,29,13,18,13,13,30,14,17,29,32,7,9,4,13,11,10,21,26,17,29,29,58,42,28,29,29,32,31,28,26,26,29,29,37,28,30,31,31,33,25,24,36,34,34,33,10,18,17,11,13,16,13
27,4,3,3,11,9,13,4,2,12,12,24,5,10,16,14,9,2,7,5,5,6,28,21,6,7,8,10,0,10,14,3,8,1,25,13,50,32,37,31,51,28,62,28,22,15,55,24,22,10,6,8,8,11,13,11,13,15,14,11,6,8,7,18,19,19,18,28,16,15,49,34,43,39,10,53,39,18,22,15,12,21,31,28,6,7,5,6,7,9,5,13,12,17,17,16,16,6,8,10,17,17,18,19,19,19,20,19,18,17,16,21,16,26,23,10,9,12,13,21,12,21,5,19,15,29,34,24,10,14,7,16,16,17,17,17,16,16,33,9,21,31,39,26,16,11,15,33,31,16,23,31,32,31,32,32,33,20,34,18,13,24,7,8,10,19,36,33,33,8,9,7,9,10,10,11,11,11,11,10,10,8,25,11,12,13,12,13,14,22,13,14,14,12,12,11,15,12,43,37,9,15,11,10,27,9,15,26,29,3,2,8,4,3,4,14,20,18,31,31,61,47,23,23,25,27,28,20,18,22,25,26,31,19,26,27,28,31,24,28,38,33,33,32,5,14,10,9,11,14,10
28,14,13,10,5,3,4,13,9,3,6,13,6,6,8,5,2,11,8,14,6,5,19,12,11,4,6,4,10,0,4,12,5,12,15,10,40,23,29,23,41,23,55,22,17,10,46,24,23,20,16,17,18,21,23,21,20,22,23,18,16,18,17,26,27,26,26,33,23,20,40,28,34,32,8,44,31,11,16,20,16,25,35,22,15,16,13,14,13,15,9,19,18,21,22,22,21,10,11,13,24,25,25,27,27,27,28,27,26,24,23,27,20,26,27,9,10,21,17,27,20,17,11,25,23,32,37,31,16,21,14,23,24,25,26,26,25,25,38,18,28,36,38,31,14,14,24,37,37,17,30,35,36,35,36,37,37,22,35,27,18,26,12,17,20,27,35,38,30,16,17,15,17,18,18,19,18,18,18,17,17,15,30,17,19,19,19,20,21,30,20,22,22,21,20,19,23,21,33,27,16,21,17,16,34,16,21,33,28,7,9,3,13,10,8,18,23,13,25,25,54,38,25,26,26,28,27,27,24,22,25,26,34,27,26,27,28,30,21,20,32,38,38,37,12,21,19,14,17,20,16
29,17,16,13,7,5,5,16,12,3,5,10,10,6,5,3,4,14,11,17,9,8,15,9,15,8,7,5,14,4,0,15,9,15,13,12,38,21,29,22,39,24,55,22,19,11,44,26,26,23,20,21,22,24,26,24,24,25,26,22,19,21,20,28,29,28,27,34,24,22,38,29,33,31,11,41,30,12,17,21,17,25,35,20,18,18,16,16,15,17,11,20,20,22,24,23,22,12,13,14,26,26,27,29,29,29,30,29,28,26,25,29,21,25,27,10,11,24,18,28,22,15,13,27,25,32,37,32,17,23,16,25,26,27,28,28,27,27,38,21,30,37,37,32,13,15,26,37,38,18,31,36,36,35,36,37,37,22,34,29,19,26,14,20,23,29,34,38,29,18,19,17,19,20,20,21,20,19,20,19,19,17,33,19,20,21,21,22,22,33,22,24,24,23,22,21,25,23,31,24,18,23,18,18,35,19,22,34,30,11,12,6,17,13,12,21,26,15,26,25,54,37,27,29,28,31,29,30,27,25,27,28,37,31,28,29,30,32,23,20,32,38,38,38,15,23,21,16,18,21,18
30,2,2,2,13,10,15,1,3,12,12,25,7,10,17,15,11,4,10,7,6,7,28,21,9,9,8,10,3,12,15,0,11,3,27,16,52,34,39,33,53,30,65,30,24,18,57,27,25,9,6,9,8,11,14,12,14,16,15,12,4,7,6,16,16,16,16,25,14,12,52,36,45,42,13,55,41,20,25,12,9,18,28,27,3,4,2,4,4,6,4,10,10,14,14,13,14,5,6,8,14,15,15,16,16,17,17,16,15,14,13,18,14,24,21,9,8,9,11,18,9,19,3,16,13,27,31,21,8,11,5,13,13,14,15,15,14,14,31,7,18,28,37,23,15,9,12,30,28,14,20,29,29,28,29,29,30,18,31,16,10,21,5,5,8,16,33,30,31,5,7,4,6,7,7,9,9,8,8,7,8,5,27,9,9,10,9,10,11,24,10,12,11,9,9,8,12,9,45,39,6,12,8,8,24,6,12,24,32,5,4,9,5,6,7,17,23,21,34,34,63,49,26,25,28,30,31,21,20,24,28,29,33,20,29,30,31,33,26,30,41,31,30,30,3,12,7,7,9,11,7
31,13,11,10,2,7,6,12,8,9,11,18,4,10,13,11,6,8,3,10,7,7,24,17,7,3,8,8,8,5,9,11,0,9,18,5,42,24,28,22,43,20,54,20,14,7,47,19,18,17,14,14,16,17,19,17,15,17,18,14,14,16,15,26,27,27,26,35,24,22,41,26,35,31,3,45,31,9,14,21,18,27,37,28,14,15,13,14,13,16,10,20,19,23,24,23,23,11,13,15,25,25,26,27,27,28,28,27,26,25,24,28,22,30,29,13,13,20,19,28,20,22,12,26,24,35,40,31,17,22,14,24,24,25,26,26,25,25,40,17,29,38,43,33,18,16,23,39,38,20,31,38,38,37,38,39,39,25,38,27,20,29,13,16,19,27,39,40,35,16,17,15,16,18,18,19,19,18,19,18,18,16,25,19,20,20,20,20,21,25,21,22,22,20,20,19,23,20,35,29,17,22,18,17,35,17,22,34,24,6,7,4,11,6,5,13,18,10,23,23,53,38,20,21,21,23,22,21,19,17,20,21,29,22,21,22,23,25,17,19,30,40,40,39,13,22,18,15,18,21,17
32,4,2,4,12,11,14,4,3,13,13,25,6,11,18,15,11,2,8,4,6,8,29,22,6,8,9,11,1,12,15,3,9,0,26,13,51,33,37,32,52,28,63,28,22,16,56,24,22,9,5,7,7,10,12,10,12,14,13,10,5,7,6,18,19,18,18,28,16,15,50,34,44,40,10,54,40,18,23,15,12,21,31,29,5,6,5,7,7,9,6,13,12,17,17,16,17,7,9,10,17,17,17,18,18,19,19,18,18,17,16,20,17,27,24,11,10,11,14,21,12,22,6,19,15,29,34,23,11,13,8,15,16,16,17,17,16,16,33,8,20,31,40,26,17,12,14,33,30,16,23,31,32,31,32,32,33,21,34,18,13,24,8,8,9,18,36,32,34,8,9,7,8,9,10,11,11,11,11,10,10,8,24,11,12,13,12,13,14,21,13,14,13,12,12,10,14,11,44,38,9,15,11,10,26,9,15,26,29,4,3,9,2,4,5,14,20,19,32,32,61,48,23,22,25,27,28,19,17,22,25,26,30,18,26,27,28,31,24,28,38,33,33,32,6,14,9,9,12,14,10
33,29,28,26,15,18,12,28,24,16,18,8,21,20,15,15,17,25,20,27,22,20,17,14,24,19,20,18,25,15,13,27,18,26,0,17,25,8,18,12,26,19,43,16,17,14,30,26,28,35,31,31,33,34,36,34,32,33,35,31,31,33,32,41,42,41,40,47,38,35,25,21,20,21,18,28,17,12,12,34,30,38,47,26,30,31,29,29,28,30,24,34,33,35,37,36,35,25,26,27,39,40,40,42,42,43,43,42,41,39,38,42,34,36,40,23,25,36,31,41,35,25,26,40,38,45,49,45,31,36,29,38,39,40,41,41,40,40,50,34,43,49,46,45,25,28,39,49,51,30,44,48,49,48,49,50,50,34,45,42,33,38,27,32,35,42,44,51,37,31,32,30,32,33,33,34,33,33,33,32,32,30,38,32,33,34,34,35,35,40,35,37,37,36,35,34,38,36,18,12,31,36,32,31,48,32,36,47,27,22,24,18,28,24,22,27,30,15,18,16,42,25,29,32,28,31,28,37,34,27,27,27,39,38,28,29,29,30,22,12,23,51,51,50,27,36,34,29,31,34,31
34,17,15,15,5,12,7,17,13,13,15,19,9,15,17,15,11,12,6,12,12,13,27,20,9,8,14,13,13,10,12,16,5,13,17,0,39,22,24,19,41,15,49,15,9,3,44,14,14,20,17,16,19,19,20,18,15,16,19,14,18,20,19,31,32,32,31,40,29,27,38,21,32,26,3,43,27,6,10,27,23,32,43,32,19,20,18,19,19,21,15,25,24,29,29,28,28,16,18,20,30,30,30,32,31,32,33,31,31,30,29,33,27,35,35,18,18,25,25,34,25,26,17,32,28,40,45,36,22,26,19,29,29,30,30,30,29,29,45,21,34,43,48,38,23,22,27,44,43,26,36,43,44,43,44,44,45,31,44,31,25,34,18,21,23,32,45,45,40,21,22,20,21,22,23,24,24,23,23,23,23,21,22,24,25,25,25,25,26,23,26,27,27,25,25,24,27,25,33,28,22,27,23,22,40,22,27,39,18,11,11,10,14,10,9,11,14,5,18,18,48,35,15,17,16,19,17,20,17,13,15,16,25,22,16,17,18,20,12,15,25,45,45,44,18,27,23,21,23,26,22
35,54,52,50,39,42,36,53,49,41,42,29,45,44,39,39,42,50,44,51,46,45,34,36,48,43,45,43,50,40,38,52,42,51,25,39,0,17,20,22,2,32,30,29,34,36,6,42,46,59,55,55,57,58,60,58,54,55,58,53,55,58,57,66,66,66,65,71,62,59,4,28,10,20,42,4,15,34,31,58,55,62,70,45,55,56,53,54,53,55,49,58,57,60,61,61,60,49,51,52,63,64,65,66,66,67,68,67,66,64,63,67,58,58,63,47,49,61,56,65,60,47,51,65,63,68,72,70,55,61,53,63,64,65,66,66,65,65,73,58,68,73,66,69,49,52,64,72,75,54,69,71,72,72,72,73,73,58,66,67,57,61,52,57,60,67,65,75,57,56,57,55,56,58,58,59,58,57,58,57,57,55,57,57,58,59,59,59,60,61,60,62,62,61,60,59,63,61,7,15,56,61,56,56,73,56,60,71,40,47,48,43,52,48,47,49,49,35,27,26,29,13,46,51,44,47,42,58,55,45,43,41,55,60,43,44,43,42,38,26,26,74,74,74,52,61,59,54,56,59,56
36,36,35,33,22,26,19,36,32,24,26,15,28,28,23,23,24,32,26,34,29,28,22,21,31,26,28,26,32,23,21,34,24,33,8,22,17,0,12,8,19,19,36,15,19,19,23,28,31,41,38,38,40,41,42,40,37,38,41,36,38,41,39,49,49,49,48,55,45,43,17,18,12,15,24,21,10,17,14,42,38,46,55,33,38,38,36,37,36,38,32,41,41,43,45,44,43,32,34,35,47,47,48,50,49,50,51,50,49,47,46,50,41,44,47,31,32,44,39,49,43,33,34,48,46,52,57,53,38,44,36,46,47,48,49,49,48,48,58,41,51,57,53,53,33,36,46,57,59,38,52,56,57,56,57,57,58,42,52,50,40,46,35,40,42,50,51,59,44,39,40,38,39,41,40,42,41,40,41,40,40,38,42,40,41,42,42,43,43,45,43,45,45,43,42,42,46,44,10,8,39,44,39,39,56,39,43,55,28,30,31,25,35,31,29,32,33,19,16,14,35,17,32,35,30,33,29,42,39,30,29,28,41,43,30,30,30,30,24,11,19,59,59,58,35,44,42,37,39,42,39
37,41,39,38,26,32,25,40,36,31,34,25,32,35,32,31,31,36,30,36,34,34,34,32,33,31,35,33,37,29,29,39,28,37,18,24,20,12,0,6,22,13,26,10,17,21,23,23,26,44,41,39,43,43,43,42,38,38,41,37,42,44,43,55,55,55,54,62,52,49,18,8,10,3,27,22,5,19,14,49,45,54,63,44,42,43,41,42,41,44,37,48,47,50,51,51,50,38,40,42,53,53,54,55,55,56,56,55,54,53,52,56,49,53,56,38,39,48,46,56,48,43,40,54,52,61,66,60,45,50,42,52,52,53,54,54,53,53,66,45,57,65,64,60,42,43,51,65,66,46,59,64,65,64,65,65,66,51,62,55,47,54,41,45,47,55,62,67,55,44,45,43,45,46,46,47,47,46,47,46,46,44,38,46,47,48,48,48,49,42,49,50,50,49,48,47,51,49,16,19,45,50,46,45,63,45,50,62,20,34,35,31,38,34,33,31,30,19,7,6,25,11,27,31,25,27,22,40,37,26,24,22,35,42,24,24,23,22,19,9,7,67,67,66,41,50,47,43,46,49,45
38,35,33,32,20,26,18,34,30,25,27,19,26,28,26,24,25,30,24,31,28,28,28,25,27,24,28,27,31,23,22,33,22,32,12,19,22,8,6,0,24,11,33,7,12,16,26,21,24,38,35,34,37,37,38,37,33,33,36,32,36,38,37,48,49,49,48,56,46,43,20,10,13,9,21,25,8,13,9,42,38,48,57,38,36,37,35,36,35,38,31,42,41,44,45,44,44,32,34,36,47,47,48,49,49,50,50,49,48,47,46,50,43,47,49,32,33,43,40,50,42,36,33,48,46,55,59,53,38,44,36,46,46,47,48,48,47,47,60,39,51,59,58,54,35,37,45,59,59,40,53,58,58,58,59,59,59,44,56,49,41,48,35,39,41,49,55,60,49,38,39,37,39,40,40,41,41,40,40,40,39,37,35,40,41,42,41,42,43,39,43,44,44,43,42,41,45,43,16,16,39,44,39,39,57,39,43,56,20,28,29,25,32,28,27,27,27,14,7,5,31,16,25,29,23,26,21,36,33,23,22,20,34,38,22,22,22,22,16,4,11,60,60,60,34,44,41,37,39,42,39
39,55,54,52,41,44,38,54,50,42,43,30,46,45,40,40,43,51,45,52,48,46,35,37,49,44,46,44,51,41,39,53,43,52,26,41,2,19,22,24,0,34,31,31,36,38,6,44,47,60,57,56,59,60,61,59,56,57,59,55,57,59,58,67,67,67,66,72,63,60,5,30,12,22,43,3,17,35,32,59,56,63,71,46,56,57,55,55,54,56,50,59,59,61,62,62,61,51,52,53,65,65,66,68,68,68,69,68,67,65,64,68,59,59,64,48,50,62,57,66,61,48,52,66,64,68,72,71,56,62,55,64,65,66,67,67,66,66,74,60,69,74,66,70,50,53,65,73,76,55,70,72,73,72,73,74,74,58,67,68,58,62,53,58,61,68,65,76,57,57,58,56,58,59,59,60,59,58,59,58,58,56,59,58,59,60,60,61,61,62,61,63,63,62,61,60,64,62,8,15,57,62,57,57,74,58,61,72,42,48,49,44,54,49,48,50,50,37,29,28,30,15,48,52,46,49,44,60,57,46,45,43,57,62,45,46,45,44,40,27,28,75,75,74,53,62,60,55,57,60,57
40,32,30,30,19,26,19,32,28,26,29,26,23,29,29,27,25,26,20,26,27,27,35,30,23,23,28,27,28,23,24,30,20,28,19,15,32,19,13,11,34,0,35,4,6,13,35,10,14,33,31,29,32,31,32,30,26,26,29,25,32,34,33,46,47,46,46,55,44,42,30,6,23,14,18,35,17,12,8,41,38,47,57,43,33,34,33,34,33,36,30,40,39,43,44,43,43,31,33,35,45,45,45,46,46,47,47,46,46,44,43,48,42,49,49,32,33,39,39,48,39,39,32,46,43,55,60,51,37,41,34,43,44,44,45,45,44,44,60,35,48,58,61,53,37,36,42,59,58,40,51,58,58,57,58,59,59,45,58,46,40,49,33,36,37,46,58,60,53,35,37,34,36,37,38,39,39,38,38,38,38,35,25,38,39,40,39,40,41,29,40,42,41,40,39,38,42,39,27,27,36,42,38,37,54,37,42,54,9,26,26,24,28,24,24,19,17,10,5,6,34,23,14,19,12,15,10,27,24,13,11,9,23,30,11,12,11,11,6,8,11,60,60,59,32,42,37,35,38,41,37
41,66,64,64,52,58,51,66,62,57,60,51,57,61,58,57,57,61,55,61,60,60,59,57,58,56,61,59,62,55,55,65,54,63,43,49,30,36,26,33,31,35,0,34,41,47,25,43,47,68,66,64,67,66,67,65,60,60,63,60,67,69,68,80,81,81,80,89,78,75,26,29,25,23,52,29,26,45,40,75,71,80,90,69,68,69,67,68,67,70,63,74,73,77,77,77,76,64,66,68,79,79,80,81,81,81,82,81,80,79,78,82,75,80,82,64,66,74,72,82,74,68,65,80,77,87,92,85,71,75,68,78,78,79,79,79,78,78,93,70,83,91,89,86,68,69,76,92,92,72,85,90,91,90,91,92,92,77,88,80,73,81,67,70,72,81,87,93,80,70,71,69,70,71,72,73,73,72,72,72,71,69,57,72,73,74,73,74,75,62,75,76,76,74,74,73,77,74,32,40,71,76,71,71,89,71,76,88,38,60,61,57,63,59,58,54,50,44,31,31,1,19,47,51,44,45,40,60,58,46,43,41,51,63,42,42,41,39,41,35,24,93,93,92,66,76,72,69,72,75,71
42,32,30,30,18,25,17,32,28,25,27,23,23,28,27,25,24,27,21,27,26,26,32,28,23,22,27,26,28,22,22,30,20,28,16,15,29,15,10,7,31,4,34,0,7,13,32,14,17,34,32,30,33,33,33,32,28,28,31,27,33,35,34,46,47,46,46,55,44,42,27,6,20,12,18,32,14,11,6,41,37,46,56,41,33,34,33,34,33,36,29,40,39,43,44,43,43,31,33,34,45,45,45,47,46,47,47,46,46,45,43,48,42,48,48,31,32,39,39,48,40,37,31,46,43,54,59,51,37,41,34,43,44,45,45,45,44,44,59,36,48,58,59,53,36,36,42,58,58,39,51,57,58,57,58,58,59,44,56,46,39,48,33,36,38,47,57,59,51,36,37,34,36,37,38,39,39,38,38,38,37,35,28,38,39,40,39,40,41,32,40,42,42,40,39,38,42,40,23,23,36,42,37,37,54,37,42,54,13,26,26,23,29,25,24,21,20,10,4,4,33,21,18,22,16,18,14,30,27,16,14,13,27,32,15,15,15,15,9,4,10,60,59,59,32,42,38,35,38,41,37
43,26,24,24,13,20,13,26,22,20,23,22,17,23,24,21,19,20,14,20,21,21,31,26,17,17,22,21,22,17,19,24,14,22,17,9,34,19,17,12,36,6,41,7,0,8,38,10,12,28,25,23,27,26,27,25,21,21,24,21,26,28,27,40,41,40,40,49,38,36,33,12,26,18,12,37,20,6,4,35,32,41,51,38,27,28,27,28,27,30,24,34,33,37,38,37,37,25,27,29,39,39,39,40,40,41,41,40,40,38,37,42,36,43,43,26,27,33,33,42,34,34,26,40,37,49,54,45,31,35,28,37,38,38,39,39,38,38,54,30,42,52,56,47,31,30,36,53,52,34,45,52,52,51,52,53,53,39,52,40,34,43,27,30,31,41,53,54,47,30,31,28,30,31,32,33,33,32,32,32,32,29,23,33,33,34,33,34,35,26,34,36,35,34,33,32,36,34,28,26,30,36,32,31,48,31,36,48,12,20,20,18,22,18,18,15,14,4,10,10,39,27,13,17,12,15,11,24,21,11,11,10,23,26,12,12,13,14,6,9,16,54,54,53,26,36,32,29,32,35,31
44,19,18,17,5,13,6,19,15,13,15,17,11,15,17,14,11,14,8,15,13,14,25,19,12,10,15,14,15,10,11,18,7,16,14,3,36,19,21,16,38,13,47,13,8,0,41,15,15,23,20,19,21,22,23,21,18,20,22,17,20,23,21,33,34,34,33,42,31,29,35,19,29,24,6,40,24,3,7,28,24,34,44,31,21,22,20,21,20,23,17,27,26,30,31,30,30,18,20,22,32,32,33,34,34,34,35,34,33,32,31,35,29,36,36,19,19,27,26,35,27,26,19,33,30,42,47,38,24,29,21,31,31,32,33,33,32,32,47,24,36,45,48,40,24,23,30,46,45,27,38,44,45,44,45,46,46,31,44,34,26,35,20,23,25,34,45,46,40,23,24,22,23,25,25,26,26,25,25,25,25,22,25,25,26,27,27,27,28,26,28,29,29,27,27,26,30,27,29,25,24,29,25,24,42,24,29,41,18,13,14,10,17,12,11,14,16,4,16,16,46,32,17,19,17,20,18,23,20,14,16,16,27,25,17,18,19,20,12,12,23,47,46,46,19,29,25,22,25,28,24
45,59,58,56,45,48,42,58,54,46,48,36,50,50,45,45,47,55,49,56,52,51,41,42,53,49,51,49,55,46,44,57,47,56,30,44,6,23,23,26,6,35,25,32,38,41,0,46,49,64,60,60,62,63,64,62,59,59,62,58,61,63,62,71,72,72,71,77,68,65,6,31,13,22,47,4,18,39,35,64,61,68,77,52,61,61,59,59,59,60,55,64,63,66,67,67,66,55,57,58,69,70,71,72,72,73,74,73,72,70,69,73,64,65,69,53,55,67,62,71,66,54,57,70,69,74,78,76,61,67,59,69,70,70,72,72,71,70,80,64,73,79,72,75,55,58,69,79,81,60,75,78,78,78,79,79,79,64,73,72,63,67,57,63,65,73,71,81,63,61,63,61,62,63,63,64,64,63,63,63,62,61,60,63,64,65,64,65,66,64,66,68,68,66,65,65,69,66,13,21,62,67,62,62,79,62,66,77,43,52,53,48,57,53,52,53,52,40,30,29,25,13,50,54,47,50,45,62,59,48,46,44,58,64,46,46,46,45,42,30,27,81,80,80,58,67,64,59,62,65,62
46,28,26,27,19,27,21,28,25,27,29,31,21,29,31,29,25,22,18,21,25,26,40,34,18,22,28,27,24,24,26,27,19,24,26,14,42,28,23,21,44,10,43,14,10,15,46,0,4,27,26,23,26,24,24,23,18,17,21,18,27,29,28,42,43,42,42,52,40,39,40,16,33,24,16,45,28,15,14,39,35,45,55,46,29,30,29,31,31,33,28,37,36,41,41,40,41,29,31,33,41,41,41,42,42,42,42,41,41,40,40,44,40,49,47,32,32,34,37,45,35,41,29,43,39,53,58,47,35,37,31,39,39,40,40,40,39,39,58,30,44,55,62,50,37,35,37,57,54,39,47,55,56,55,56,56,57,44,57,41,37,48,31,31,32,42,58,57,54,32,33,31,32,33,34,35,35,35,35,34,34,32,15,36,36,37,36,37,38,20,37,38,37,35,36,34,37,35,37,36,33,39,35,34,50,33,39,50,6,24,23,23,23,21,21,12,7,12,15,17,42,33,4,9,2,5,4,18,15,3,1,2,13,20,2,3,4,6,4,17,20,57,57,57,30,38,33,33,35,38,34
47,25,23,25,19,26,21,26,23,26,29,32,20,28,31,28,24,20,17,18,23,25,40,34,16,21,26,27,22,23,26,25,18,22,28,14,46,31,26,24,47,14,47,17,12,15,49,4,0,24,23,19,23,21,21,20,14,14,17,15,25,26,25,39,40,40,39,49,38,37,44,19,36,28,15,48,31,16,16,37,33,42,53,45,26,28,27,28,28,31,26,35,34,39,38,37,38,27,29,31,38,38,38,39,39,39,39,38,38,38,37,42,38,48,45,30,30,31,35,43,33,40,27,40,36,51,56,44,32,34,29,37,36,37,37,37,36,37,55,27,41,53,61,48,36,33,34,55,51,37,44,53,54,52,53,54,54,42,55,38,35,46,29,29,29,39,57,54,53,30,31,28,30,31,32,33,33,33,32,32,32,30,11,33,34,35,34,34,35,16,34,35,34,33,33,32,34,32,40,38,31,36,32,32,47,31,36,47,9,22,21,22,21,19,19,9,4,13,19,20,46,37,2,5,4,5,7,14,12,1,4,6,12,16,5,6,7,9,7,20,24,55,54,54,27,36,30,31,33,36,31
48,8,7,11,19,19,22,9,11,21,21,33,14,19,26,24,19,9,15,8,14,16,37,30,11,16,17,19,10,20,23,9,17,9,35,20,59,41,44,38,60,33,68,34,28,23,64,27,24,0,4,5,2,3,5,5,10,11,9,9,5,4,4,16,17,17,17,27,16,17,58,40,51,46,17,62,47,25,30,18,16,22,32,36,7,8,10,11,12,13,13,15,15,19,18,17,18,14,15,16,16,16,15,16,16,16,16,15,15,15,15,19,20,31,26,19,17,8,17,21,11,28,12,18,14,31,36,21,14,13,12,14,14,14,14,13,13,14,34,6,19,31,44,26,23,17,11,33,29,21,21,32,32,31,32,32,33,25,37,15,16,27,13,8,7,16,40,32,39,11,11,10,10,10,12,12,13,13,12,12,13,12,22,14,14,14,13,13,14,17,13,13,12,11,12,10,11,10,52,46,12,16,14,14,24,11,16,25,33,13,11,17,7,11,12,15,21,25,38,38,67,54,25,22,27,28,30,15,15,24,28,29,29,13,29,29,30,33,28,35,44,33,33,32,11,14,9,14,15,16,12
49,4,4,7,16,15,19,6,7,18,18,30,10,15,22,20,15,6,12,5,10,12,34,27,8,12,13,16,6,16,20,6,14,5,31,17,55,38,41,35,57,31,66,32,25,20,60,26,23,4,0,4,2,5,8,6,10,12,10,8,3,3,2,16,17,17,17,27,16,16,55,37,48,43,14,59,44,22,27,16,14,21,31,33,5,6,7,8,9,10,10,13,13,18,17,16,17,11,12,13,16,16,15,16,16,17,17,15,16,15,15,19,18,29,24,15,14,9,15,21,10,25,9,18,14,30,35,21,12,12,9,14,14,15,15,14,13,14,33,5,19,30,42,25,20,15,11,33,29,19,22,31,32,30,31,32,32,22,35,16,14,25,10,7,7,16,38,32,36,8,9,7,8,9,10,11,11,11,11,10,11,9,22,12,12,13,12,12,13,19,12,13,12,10,11,9,12,9,48,43,10,14,12,11,25,9,14,25,31,9,8,14,3,7,9,14,20,22,35,35,64,51,24,22,26,27,29,16,15,23,26,28,30,15,27,28,29,32,26,32,42,33,32,32,8,13,8,11,13,14,10
50,8,6,10,16,17,19,9,9,19,20,31,11,17,24,22,17,7,11,4,12,14,35,28,7,13,15,18,8,17,21,9,14,7,31,16,55,38,39,34,56,29,64,30,23,19,60,23,19,5,4,0,4,3,6,4,6,8,7,5,6,7,6,20,21,21,20,31,19,19,54,35,47,42,13,58,43,21,25,20,17,25,35,36,8,10,10,12,12,14,12,17,17,21,20,19,21,13,15,16,19,19,19,20,19,20,20,19,19,19,18,23,21,32,28,18,16,12,19,24,14,28,12,21,17,33,38,25,16,16,13,18,17,18,18,17,17,17,37,8,22,34,46,29,23,18,14,36,32,22,25,35,35,34,35,35,36,26,39,19,18,29,14,10,10,19,42,35,40,12,13,11,12,12,14,14,15,15,15,14,15,13,19,16,16,17,15,16,17,15,15,16,15,14,14,13,15,13,48,43,13,18,15,15,28,13,18,28,28,10,9,15,4,7,9,11,17,20,33,33,62,50,20,18,23,24,26,13,12,19,23,25,26,12,24,25,26,29,23,31,39,36,36,35,11,17,11,15,16,18,14
